Year,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2021,20667,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,38.9,,,35.5,42,494,POINT (-76.43992222 38.21892093),20667,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2021,20667,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,76.7,,,73.5,79.4,494,POINT (-76.43992222 38.21892093),20667,PREVENT,BPMED,CrdPrv,Taking BP Medication
2021,20667,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.7,,,6.1,7.3,494,POINT (-76.43992222 38.21892093),20667,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
2021,20667,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.6,,,9.4,11.8,494,POINT (-76.43992222 38.21892093),20667,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2020,20667,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,85.4,,,83.8,86.9,494,POINT (-76.43992222 38.21892093),20667,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2021,20667,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,5.7,,,5,6.4,494,POINT (-76.43992222 38.21892093),20667,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2021,20667,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,76,,,72.4,79.1,494,POINT (-76.43992222 38.21892093),20667,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2021,20667,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,88.4,,,86.4,90.3,494,POINT (-76.43992222 38.21892093),20667,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2021,20667,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,11.3,,,9.7,13,494,POINT (-76.43992222 38.21892093),20667,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2020,20667,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,73.7,,,71.8,75.5,494,POINT (-76.43992222 38.21892093),20667,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2021,20667,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,6.4,,,5.4,7.4,494,POINT (-76.43992222 38.21892093),20667,HLTHOUT,COPD,CrdPrv,COPD
2020,20667,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,35.1,,,29.5,41.4,494,POINT (-76.43992222 38.21892093),20667,PREVENT,COREM,CrdPrv,Core preventive services for older men
2020,20667,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,32.5,,,28.4,36.9,494,POINT (-76.43992222 38.21892093),20667,PREVENT,COREW,CrdPrv,Core preventive services for older women
2021,20667,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,14.7,,,12.1,17.5,494,POINT (-76.43992222 38.21892093),20667,RISKBEH,CSMOKING,CrdPrv,Current Smoking
2020,20667,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,67.8,,,65.4,70.3,494,POINT (-76.43992222 38.21892093),20667,PREVENT,DENTAL,CrdPrv,Dental Visit
2021,20667,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,17.7,,,15,20.4,494,POINT (-76.43992222 38.21892093),20667,HLTHOUT,DEPRESSION,CrdPrv,Depression
2021,20667,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.5,,,10.9,14.1,494,POINT (-76.43992222 38.21892093),20667,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,20667,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,25.2,,,21.9,28.3,494,POINT (-76.43992222 38.21892093),20667,DISABLT,DISABILITY,CrdPrv,Any Disability
2021,20667,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,15,,,12.9,17.3,494,POINT (-76.43992222 38.21892093),20667,HLTHSTAT,GHLTH,CrdPrv,General Health
2021,20667,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,5.3,,,4.7,5.9,494,POINT (-76.43992222 38.21892093),20667,DISABLT,HEARING,CrdPrv,Hearing Disability
2021,20667,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,38.5,,,35.2,41.8,494,POINT (-76.43992222 38.21892093),20667,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2021,20667,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,6.8,,,5.8,7.7,494,POINT (-76.43992222 38.21892093),20667,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2021,20667,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.1,,,2.8,3.4,494,POINT (-76.43992222 38.21892093),20667,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
2021,20667,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,22.5,,,19.2,26,494,POINT (-76.43992222 38.21892093),20667,RISKBEH,LPA,CrdPrv,Physical Inactivity
2020,20667,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,72.1,,,69.3,74.8,494,POINT (-76.43992222 38.21892093),20667,PREVENT,MAMMOUSE,CrdPrv,Mammography
2021,20667,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,15.3,,,13.5,17.3,494,POINT (-76.43992222 38.21892093),20667,HLTHSTAT,MHLTH,CrdPrv,Mental Health
2021,20667,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,13.1,,,11.4,15,494,POINT (-76.43992222 38.21892093),20667,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2021,20667,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,38.2,,,33.4,43,494,POINT (-76.43992222 38.21892093),20667,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,20667,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,10.3,,,9,11.7,494,POINT (-76.43992222 38.21892093),20667,HLTHSTAT,PHLTH,CrdPrv,Physical Health
2021,20667,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3.6,,,3.1,4.1,494,POINT (-76.43992222 38.21892093),20667,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2020,20667,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,37.4,,,36.3,38.5,494,POINT (-76.43992222 38.21892093),20667,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2021,20667,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.2,,,2.9,3.6,494,POINT (-76.43992222 38.21892093),20667,HLTHOUT,STROKE,CrdPrv,Stroke
2020,20667,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,11.9,,,8.6,15.7,494,POINT (-76.43992222 38.21892093),20667,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2021,20667,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,4.6,,,4,5.2,494,POINT (-76.43992222 38.21892093),20667,DISABLT,VISION,CrdPrv,Vision Disability
2021,20670,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,11,,,8.8,13.4,1014,POINT (-76.42004036 38.28213463),20670,PREVENT,ACCESS2,CrdPrv,Health Insurance
2021,20670,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,11.9,,,10.3,13.6,1014,POINT (-76.42004036 38.28213463),20670,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2021,20670,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,21.3,,,18,24.5,1014,POINT (-76.42004036 38.28213463),20670,RISKBEH,BINGE,CrdPrv,Binge Drinking
2021,20670,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,21.2,,,18.6,23.7,1014,POINT (-76.42004036 38.28213463),20670,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2021,20670,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,45.9,,,41.4,50.3,1014,POINT (-76.42004036 38.28213463),20670,PREVENT,BPMED,CrdPrv,Taking BP Medication
2021,20670,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,1.9,,,1.7,2.2,1014,POINT (-76.42004036 38.28213463),20670,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
2021,20670,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.6,,,9.4,11.9,1014,POINT (-76.42004036 38.28213463),20670,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2020,20670,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,80.7,,,78.5,83,1014,POINT (-76.42004036 38.28213463),20670,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2021,20670,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,1.8,,,1.6,2.1,1014,POINT (-76.42004036 38.28213463),20670,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2021,20670,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,65.7,,,60.9,69.9,1014,POINT (-76.42004036 38.28213463),20670,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2021,20670,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,73.8,,,69.8,77.8,1014,POINT (-76.42004036 38.28213463),20670,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2021,20670,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,15.9,,,13.3,18.3,1014,POINT (-76.42004036 38.28213463),20670,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2020,20670,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,61.4,,,57.3,65.6,1014,POINT (-76.42004036 38.28213463),20670,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2021,20670,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,3.4,,,2.9,4,1014,POINT (-76.42004036 38.28213463),20670,HLTHOUT,COPD,CrdPrv,COPD
2020,20670,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,34.6,,,26.4,43.5,1014,POINT (-76.42004036 38.28213463),20670,PREVENT,COREW,CrdPrv,Core preventive services for older women
2021,20670,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,16.9,,,13.6,20.2,1014,POINT (-76.42004036 38.28213463),20670,RISKBEH,CSMOKING,CrdPrv,Current Smoking
2020,20670,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,58.8,,,55.2,62.8,1014,POINT (-76.42004036 38.28213463),20670,PREVENT,DENTAL,CrdPrv,Dental Visit
2021,20670,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,21.4,,,18.4,24.4,1014,POINT (-76.42004036 38.28213463),20670,HLTHOUT,DEPRESSION,CrdPrv,Depression
2021,20670,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,4.7,,,4.1,5.4,1014,POINT (-76.42004036 38.28213463),20670,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,20670,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,23.4,,,19.8,26.8,1014,POINT (-76.42004036 38.28213463),20670,DISABLT,DISABILITY,CrdPrv,Any Disability
2021,20670,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,11.8,,,10,13.7,1014,POINT (-76.42004036 38.28213463),20670,HLTHSTAT,GHLTH,CrdPrv,General Health
2021,20670,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,3,,,2.6,3.4,1014,POINT (-76.42004036 38.28213463),20670,DISABLT,HEARING,CrdPrv,Hearing Disability
2021,20670,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,22.2,,,19.6,24.8,1014,POINT (-76.42004036 38.28213463),20670,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2021,20670,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,6.9,,,5.8,7.9,1014,POINT (-76.42004036 38.28213463),20670,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2021,20670,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,1.3,,,1.1,1.4,1014,POINT (-76.42004036 38.28213463),20670,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
2021,20670,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,20.7,,,17.2,24.4,1014,POINT (-76.42004036 38.28213463),20670,RISKBEH,LPA,CrdPrv,Physical Inactivity
2020,20670,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,68.5,,,63.1,74.1,1014,POINT (-76.42004036 38.28213463),20670,PREVENT,MAMMOUSE,CrdPrv,Mammography
2021,20670,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,21.6,,,18.9,24.3,1014,POINT (-76.42004036 38.28213463),20670,HLTHSTAT,MHLTH,CrdPrv,Mental Health
2021,20670,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,5.6,,,4.7,6.4,1014,POINT (-76.42004036 38.28213463),20670,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2021,20670,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,36.7,,,32,41.1,1014,POINT (-76.42004036 38.28213463),20670,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,20670,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,7.6,,,6.6,8.8,1014,POINT (-76.42004036 38.28213463),20670,HLTHSTAT,PHLTH,CrdPrv,Physical Health
2021,20670,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,2.2,,,1.9,2.4,1014,POINT (-76.42004036 38.28213463),20670,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2020,20670,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,39.4,,,37.3,41.2,1014,POINT (-76.42004036 38.28213463),20670,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2021,20670,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,1.1,,,1,1.2,1014,POINT (-76.42004036 38.28213463),20670,HLTHOUT,STROKE,CrdPrv,Stroke
2020,20670,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,12.8,,,4.3,20.5,1014,POINT (-76.42004036 38.28213463),20670,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2021,20670,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,3.9,,,3.4,4.5,1014,POINT (-76.42004036 38.28213463),20670,DISABLT,VISION,CrdPrv,Vision Disability
2021,20674,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,6.4,,,5,8.1,830,POINT (-76.52048284 38.14681855),20674,PREVENT,ACCESS2,CrdPrv,Health Insurance
2021,20674,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,31.7,,,28.4,34.9,830,POINT (-76.52048284 38.14681855),20674,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2021,20674,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,14.5,,,12.2,16.7,830,POINT (-76.52048284 38.14681855),20674,RISKBEH,BINGE,CrdPrv,Binge Drinking
2021,20674,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,39.2,,,35.8,42.4,830,POINT (-76.52048284 38.14681855),20674,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2021,20674,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,78.5,,,75.2,81.2,830,POINT (-76.52048284 38.14681855),20674,PREVENT,BPMED,CrdPrv,Taking BP Medication
2021,20674,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.3,,,7.5,9.1,830,POINT (-76.52048284 38.14681855),20674,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
2021,20674,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10,,,8.8,11.2,830,POINT (-76.52048284 38.14681855),20674,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2020,20674,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,84.5,,,82.5,86.3,830,POINT (-76.52048284 38.14681855),20674,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2021,20674,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,6.7,,,5.9,7.6,830,POINT (-76.52048284 38.14681855),20674,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2021,20674,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,76.3,,,72.8,79.5,830,POINT (-76.52048284 38.14681855),20674,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2021,20674,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,90,,,88.2,91.6,830,POINT (-76.52048284 38.14681855),20674,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2021,20674,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,10.2,,,8.7,12,830,POINT (-76.52048284 38.14681855),20674,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2020,20674,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,74.3,,,72.1,76.6,830,POINT (-76.52048284 38.14681855),20674,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2021,20674,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,6.8,,,5.6,8.1,830,POINT (-76.52048284 38.14681855),20674,HLTHOUT,COPD,CrdPrv,COPD
2020,20674,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,38.4,,,33,43.6,830,POINT (-76.52048284 38.14681855),20674,PREVENT,COREM,CrdPrv,Core preventive services for older men
2020,20674,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,38,,,33,43.2,830,POINT (-76.52048284 38.14681855),20674,PREVENT,COREW,CrdPrv,Core preventive services for older women
2021,20674,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,13.6,,,10.9,16.5,830,POINT (-76.52048284 38.14681855),20674,RISKBEH,CSMOKING,CrdPrv,Current Smoking
2020,20674,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,70.7,,,66.9,74.3,830,POINT (-76.52048284 38.14681855),20674,PREVENT,DENTAL,CrdPrv,Dental Visit
2021,20674,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,17.9,,,15.4,20.5,830,POINT (-76.52048284 38.14681855),20674,HLTHOUT,DEPRESSION,CrdPrv,Depression
2021,20674,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,11.9,,,10.4,13.6,830,POINT (-76.52048284 38.14681855),20674,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,20674,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,25,,,21.8,28.6,830,POINT (-76.52048284 38.14681855),20674,DISABLT,DISABILITY,CrdPrv,Any Disability
2021,20674,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,13.8,,,11.7,16.3,830,POINT (-76.52048284 38.14681855),20674,HLTHSTAT,GHLTH,CrdPrv,General Health
